Cuerpo;Sentido
Que GC más desafortunado! TVN nuevamente cagandola #Rio2016TVN #chile https://t.co/L59vI5T442;Negativo
No me gusta Huevia, y antes era peor. Hubo algo más insufrible que el Sr Huevia, dos Huevias #Rio2016 #Rio2016TVN https://t.co/5N1W3DHrqs;Negativo
Grande Julio  #Rio2016TVN;Positivo
RT @jav_hidalgo: @el_dinamo @TVN #Rio2016TVN / Jubilen a Hevia y a Carcuro weono, esos weones estuvieron en primeros #JJOO y aun les dan tr…;Negativo
Que entretenidos están los juegos olímpicos en @Rio2016TVN los comentarios precisos, agradables, aprendemos sobre competencia de pesas, bien;Positivo
RT @Riha_nno: Lo malo de @TVN que habiendo competencias en vivo, no las muestra y solo lo hace con repeticiones, un fraude #Rio2016TVN por…;Negativo
#Rio2016TVN estimados, siguen transmitiendo en diferido, ponganse las pilas.;Negativo
RT @Riha_nno: Lo malo de @TVN que habiendo competencias en vivo, no las muestra y solo lo hace con repeticiones, un fraude #Rio2016TVN por…;Negativo
RT @Riha_nno: Lo malo de @TVN que habiendo competencias en vivo, no las muestra y solo lo hace con repeticiones, un fraude #Rio2016TVN por…;Negativo
#Rio2016TVN Carcuro por favor enchufate, si no sabes callate por favor que me desesperas.;Negativo
Lo malo de @TVN que habiendo competencias en vivo, no las muestra y solo lo hace con repeticiones, un fraude #Rio2016TVN por no decir, ROBO.;Negativo
@el_dinamo @TVN #Rio2016TVN / Jubilen a Hevia y a Carcuro weono, esos weones estuvieron en primeros #JJOO y aun les dan tribuna weonoo;Negativo
@KarendTV karencita sólo por tí me desvelé. Felicidades por las transmisiones todo el día pegada a @tvn #Rio2016TVN  que descanses.Tqm♥;Positivo
#TomasEnRioTVN #Rio2016TVN Qué wea más fome y aburrida que la Halterofilia...Quién XUXA le está pidiendo transmitir esta wea a TVN???;Negativo
@Rio2016TVN los felicito por la transmisión.  Me encanta y a la vez aprendo.;Positivo
Saquen al asco de Hevia por favor,es una momia recalentada que no tiene idea de deportes,SAQUENLO YA!!! #Rio2016TVN;Negativo
#tvn ni una gracia ver la transmision en diferido.  Hasta una entrevista al ministro Aleuy tiene mas emocion que esto.  #rio2016tvn;Negativo
RT @perritonico: Quién es el nefasto que comenta en #TVN ?? Jorge Hevia??   #TomasEnRioTVN #Rio2016TVN;Negativo
@Rio2016TVN un agrado escuchar a uno que sabe en el volleyball grande Jorge hevia contigo se aprende un montón!;Positivo
Quién es el nefasto que comenta en #TVN ?? Jorge Hevia??   #TomasEnRioTVN #Rio2016TVN;Negativo
Que lindo Volley en playa femenino, la vida es hermosa #Rio2016TVN;Positivo
Es posible que KaReN no hable si no sabe para qué sirve el plátano en los ciclistas por favor.! #Rio2016 #Rio2016TVN #chile;Negativo
RT @DomiCavour: Qué horror los comentarios de @PedroCarcuro_TV respecto a las delegaciones de países con tendencias islámicas y los aviones…;Negativo
RT @wramos9: La transmisión #Rio2016TVN buena, con especialistas y con Carcuro que, como siempre, le pone su toque clásico, pero Karen...na…;Positivo
La transmisión #Rio2016TVN buena, con especialistas y con Carcuro que, como siempre, le pone su toque clásico, pero Karen...nada que hacer.;Positivo
RT @PecosaTraviesa: #rioyaestaentvn #Rio2016TVN callense un rato y dejen disfrutar el espectáculo!!;Negativo
RT @dgonzalezr91: #RioYaEstaEnTVN #Rio2016TVN definitivamente los comentaristas no dejan apreciar bien el espectáculo. ���;Negativo
RT @sandy_55555: #ElSecretoDePuenteViejo #QueVuelvaPuenteViejo gracias #Rio2016TVN por sacar las series añejas!;Positivo
Como comentar tanto y no dejan ver el show, cállense un rato  #Rio2016TVN;Negativo
RT @paulinitroncoso: Callenlos porfa #Rio2016TVN #OlympicGames;Negativo
RT @PecosaTraviesa: #rioyaestaentvn #Rio2016TVN callense un rato y dejen disfrutar el espectáculo!!;Negativo
RT @sandy_55555: #ElSecretoDePuenteViejo #QueVuelvaPuenteViejo gracias #Rio2016TVN por sacar las series añejas!;Positivo
Puta .. ni un brillo yo quiero escuchar la musica no a uds lateros ! #RIO2016TVN;Negativo
Callense por favooor!!! Dejen escuchar la musica !! #RIO2016TVN;Negativo
Emocionante este reconocimiento al atleta Kenyano, felicitaciones, medalla de oro en varios JJOO #Rio2016TVN  Kip Keino;Positivo
RT @dgonzalezr91: Pensé que era el único que se sentía incómodo con los comentaristas de @tvn #RioYaEstaEnTVN #Rio2016TVN;Negativo
RT @sandy_55555: #ElSecretoDePuenteViejo #QueVuelvaPuenteViejo gracias #Rio2016TVN por sacar las series añejas!;Positivo
RT @PecosaTraviesa: #rioyaestaentvn #Rio2016TVN callense un rato y dejen disfrutar el espectáculo!!;Negativo
RT @dgonzalezr91: Pensé que era el único que se sentía incómodo con los comentaristas de @tvn #RioYaEstaEnTVN #Rio2016TVN;Negativo
RT @smileemaker: #Rio2016TVN por la cresta uno quiere ver todo completo, hablan todo el rato y dan comerciales ����;Negativo
#Rio2016TVN por la cresta uno quiere ver todo completo, hablan todo el rato y dan comerciales ����;Negativo
RT @dgonzalezr91: Pensé que era el único que se sentía incómodo con los comentaristas de @tvn #RioYaEstaEnTVN #Rio2016TVN;Negativo
Qué horror los comentarios de @PedroCarcuro_TV respecto a las delegaciones de países con tendencias islámicas y los aviones.. #Rio2016TVN;Negativo
Callenlos porfa #Rio2016TVN #OlympicGames;Negativo
RT @dgonzalezr91: #RioYaEstaEnTVN #Rio2016TVN definitivamente los comentaristas no dejan apreciar bien el espectáculo. ���;Negativo
RT @dgonzalezr91: Pensé que era el único que se sentía incómodo con los comentaristas de @tvn #RioYaEstaEnTVN #Rio2016TVN;Negativo
RT @dgonzalezr91: Pensé que era el único que se sentía incómodo con los comentaristas de @tvn #RioYaEstaEnTVN #Rio2016TVN;Negativo
RT @PecosaTraviesa: #rioyaestaentvn #Rio2016TVN callense un rato y dejen disfrutar el espectáculo!!;Negativo
Pensé que era el único que se sentía incómodo con los comentaristas de @tvn #RioYaEstaEnTVN #Rio2016TVN;Negativo
RT @dgonzalezr91: #RioYaEstaEnTVN #Rio2016TVN definitivamente los comentaristas no dejan apreciar bien el espectáculo. ���;Negativo
RT @PecosaTraviesa: #rioyaestaentvn #Rio2016TVN callense un rato y dejen disfrutar el espectáculo!!;Negativo
RT @dgonzalezr91: #RioYaEstaEnTVN #Rio2016TVN definitivamente los comentaristas no dejan apreciar bien el espectáculo. ���;Negativo
RT @PecosaTraviesa: #rioyaestaentvn #Rio2016TVN callense un rato y dejen disfrutar el espectáculo!!;Negativo
RT @dgonzalezr91: #RioYaEstaEnTVN #Rio2016TVN definitivamente los comentaristas no dejan apreciar bien el espectáculo. ���;Negativo
RT @dgonzalezr91: #RioYaEstaEnTVN #Rio2016TVN definitivamente los comentaristas no dejan apreciar bien el espectáculo. ���;Negativo
#RioYaEstaEnTVN #Rio2016TVN definitivamente los comentaristas no dejan apreciar bien el espectáculo. ���;Negativo
RT @PecosaTraviesa: #rioyaestaentvn #Rio2016TVN callense un rato y dejen disfrutar el espectáculo!!;Negativo
RT @PecosaTraviesa: #rioyaestaentvn #Rio2016TVN callense un rato y dejen disfrutar el espectáculo!!;Negativo
RT @PecosaTraviesa: #rioyaestaentvn #Rio2016TVN callense un rato y dejen disfrutar el espectáculo!!;Negativo
#rioyaestaentvn #Rio2016TVN callense un rato y dejen disfrutar el espectáculo!!;Negativo
RT @sandy_55555: #ElSecretoDePuenteViejo #QueVuelvaPuenteViejo gracias #Rio2016TVN por sacar las series añejas!;Positivo
RT @sandy_55555: #ElSecretoDePuenteViejo #QueVuelvaPuenteViejo gracias #Rio2016TVN por sacar las series añejas!;Positivo
RT @sandy_55555: #ElSecretoDePuenteViejo #QueVuelvaPuenteViejo gracias #Rio2016TVN por sacar las series añejas!;Positivo
RT @sandy_55555: #ElSecretoDePuenteViejo #QueVuelvaPuenteViejo gracias #Rio2016TVN por sacar las series añejas!;Positivo
"Don Pedro Carcuro es por lejos mejor que Claudio Palma;es una pena que ya no relate #Rio2016TVN";Positivo
RT @sandy_55555: #ElSecretoDePuenteViejo #QueVuelvaPuenteViejo gracias #Rio2016TVN por sacar las series añejas!;Positivo
#ElSecretoDePuenteViejo #QueVuelvaPuenteViejo gracias #Rio2016TVN por sacar las series añejas!;Positivo
